UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
211431,42,"R",32,"R",0,"R",1,"R",14,"R",16,"R",0,"R",1
211440, 0,"R",1122,"R",412,"R",228,"R",209,"R",1,"R",0,"R",272
211440,10,"R",1025,"R",412,"R",228,"R",209,"R",1,"R",0,"R",175
211440,20,"R",464,"R",366,"R",98,"R",0,"R",0,"R",0,"R",0
211440,30,"R",220,"R",0,"R",66,"R",153,"R",1,"R",0,"R",0
211440,40,"R",341,"R",46,"R",64,"R",56,"R",0,"R",0,"R",175
211440,41,"R",166,"R",46,"R",64,"R",56,"R",0,"R",0,"R",0
211440,42,"R",175,"R",0,"R",0,"R",0,"R",0,"R",0,"R",175
211440,50,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"R",97
211468, 0,"R",76,"R",19,"R",21,"R",24,"R",11,"R",0,"R",1
211468,10,"R",76,"R",19,"R",21,"R",24,"R",11,"R",0,"R",1
211468,20,"R",37,"R",19,"R",18,"R",0,"R",0,"R",0,"R",0
211468,30,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0
211468,40,"R",35,"R",0,"R",3,"R",20,"R",11,"R",0,"R",1
211468,41,"R",3,"R",0,"R",1,"R",2,"R",0,"R",0,"R",0
211468,42,"R",32,"R",0,"R",2,"R",18,"R",11,"R",0,"R",1
211477, 0,"R",37,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0
211477,10,"R",37,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0
211477,40,"R",37,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0
211477,41,"R",37,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0
211556, 0,"R",114,"R",14,"R",25,"R",75,"R",0,"R",0,"R",0
211556,10,"R",114,"R",14,"R",25,"R",75,"R",0,"R",0,"R",0
211556,20,"R",10,"R",7,"R",3,"R",0,"R",0,"R",0,"R",0
211556,40,"R",104,"R",7,"R",22,"R",75,"R",0,"R",0,"R",0
211556,41,"R",104,"R",7,"R",22,"R",75,"R",0,"R",0,"R",0
211583, 0,"R",73,"R",10,"R",20,"R",39,"R",4,"R",0,"R",0
211583,10,"R",73,"R",10,"R",20,"R",39,"R",4,"R",0,"R",0
211583,20,"R",26,"R",10,"R",15,"R",1,"R",0,"R",0,"R",0
211583,30,"R",31,"R",0,"R",1,"R",29,"R",1,"R",0,"R",0
211583,40,"R",16,"R",0,"R",4,"R",9,"R",3,"R",0,"R",0
211583,42,"R",16,"R",0,"R",4,"R",9,"R",3,"R",0,"R",0
211608, 0,"R",44,"R",17,"R",14,"R",8,"R",5,"R",0,"R",0
211608,10,"R",44,"R",17,"R",14,"R",8,"R",5,"R",0,"R",0
211608,20,"R",33,"R",17,"R",13,"R",3,"R",0,"R",0,"R",0
211608,30,"R",8,"R",0,"R",1,"R",5,"R",2,"R",0,"R",0
211608,40,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
211608,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
211617, 0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
211617,50,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
211644, 0,"R",213,"R",76,"R",46,"R",64,"R",27,"R",0,"R",0
211644,10,"R",213,"R",76,"R",46,"R",64,"R",27,"R",0,"R",0
211644,20,"R",155,"R",75,"R",42,"R",38,"R",0,"R",0,"R",0
211644,30,"R",29,"R",0,"R",4,"R",22,"R",3,"R",0,"R",0
211644,40,"R",29,"R",1,"R",0,"R",4,"R",24,"R",0,"R",0
211644,42,"R",29,"R",1,"R",0,"R",4,"R",24,"R",0,"R",0
211820, 0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
211820,10,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
211820,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
211820,41,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
211893, 0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
211893,10,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
211893,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
211893,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
211927, 0,"R",145,"R",39,"R",33,"R",65,"R",0,"R",0,"R",8
211927,10,"R",145,"R",39,"R",33,"R",65,"R",0,"R",0,"R",8
211927,20,"R",93,"R",39,"R",33,"R",21,"R",0,"R",0,"R",0
211927,30,"R",44,"R",0,"R",0,"R",44,"R",0,"R",0,"R",0
211927,40,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
211927,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
211927,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
211981, 0,"R",85,"R",13,"R",27,"R",31,"R",9,"R",5,"R",0
211981,10,"R",85,"R",13,"R",27,"R",31,"R",9,"R",5,"R",0
211981,20,"R",44,"R",13,"R",25,"R",6,"R",0,"R",0,"R",0
211981,30,"R",12,"R",0,"R",1,"R",11,"R",0,"R",0,"R",0
211981,40,"R",29,"R",0,"R",1,"R",14,"R",9,"R",5,"R",0
211981,41,"R",7,"R",0,"R",1,"R",4,"R",2,"R",0,"R",0
211981,42,"R",22,"R",0,"R",0,"R",10,"R",7,"R",5,"R",0
212009, 0,"R",232,"R",49,"R",89,"R",73,"R",20,"R",0,"R",1
212009,10,"R",232,"R",49,"R",89,"R",73,"R",20,"R",0,"R",1
212009,20,"R",136,"R",48,"R",88,"R",0,"R",0,"R",0,"R",0
212009,30,"R",53,"R",0,"R",1,"R",51,"R",1,"R",0,"R",0
212009,40,"R",43,"R",1,"R",0,"R",22,"R",19,"R",0,"R",1
212009,42,"R",40,"R",1,"R",0,"R",20,"R",18,"R",0,"R",1
212009,43,"R",3,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0
212018, 0,"R",18,"R",10,"R",1,"R",4,"R",1,"R",2,"R",0
212018,10,"R",18,"R",10,"R",1,"R",4,"R",1,"R",2,"R",0
212018,20,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0,"R",0
212018,30,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
212018,40,"R",7,"R",2,"R",0,"R",2,"R",1,"R",2,"R",0
212018,41,"R",7,"R",2,"R",0,"R",2,"R",1,"R",2,"R",0
212045, 0,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
212045,10,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
212045,40,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
212045,41,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
212054, 0,"R",1548,"R",247,"R",259,"R",212,"R",830,"R",0,"R",0
212054,10,"R",1548,"R",247,"R",259,"R",212,"R",830,"R",0,"R",0
212054,20,"R",484,"R",247,"R",237,"R",0,"R",0,"R",0,"R",0
212054,30,"R",234,"R",0,"R",22,"R",212,"R",0,"R",0,"R",0
212054,40,"R",830,"R",0,"R",0,"R",0,"R",830,"R",0,"R",0
212054,41,"R",772,"R",0,"R",0,"R",0,"R",772,"R",0,"R",0
212054,42,"R",58,"R",0,"R",0,"R",0,"R",58,"R",0,"R",0
212072, 0,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
212072,50,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
212090, 0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
212090,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
212106, 0,"R",493,"R",95,"R",174,"R",168,"R",34,"R",0,"R",22
212106,10,"R",493,"R",95,"R",174,"R",168,"R",34,"R",0,"R",22
212106,20,"R",250,"R",95,"R",153,"R",2,"R",0,"R",0,"R",0
212106,30,"R",119,"R",0,"R",20,"R",99,"R",0,"R",0,"R",0
212106,40,"R",124,"R",0,"R",1,"R",67,"R",34,"R",0,"R",22
212106,42,"R",124,"R",0,"R",1,"R",67,"R",34,"R",0,"R",22
212115, 0,"R",275,"R",75,"R",89,"R",49,"R",62,"R",0,"R",0
212115,10,"R",275,"R",75,"R",89,"R",49,"R",62,"R",0,"R",0
212115,20,"R",180,"R",74,"R",84,"R",20,"R",2,"R",0,"R",0
212115,30,"R",34,"R",0,"R",5,"R",28,"R",1,"R",0,"R",0
212115,40,"R",61,"R",1,"R",0,"R",1,"R",59,"R",0,"R",0
212115,41,"R",3,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0
212115,42,"R",58,"R",1,"R",0,"R",0,"R",57,"R",0,"R",0
212133, 0,"R",146,"R",40,"R",44,"R",18,"R",0,"R",31,"R",13
212133,10,"R",146,"R",40,"R",44,"R",18,"R",0,"R",31,"R",13
212133,20,"R",63,"R",35,"R",28,"R",0,"R",0,"R",0,"R",0
212133,30,"R",33,"R",5,"R",16,"R",12,"R",0,"R",0,"R",0
212133,40,"R",50,"R",0,"R",0,"R",6,"R",0,"R",31,"R",13
212133,42,"R",50,"R",0,"R",0,"R",6,"R",0,"R",31,"R",13
212160, 0,"R",286,"R",92,"R",75,"R",70,"R",49,"R",0,"R",0
212160,10,"R",286,"R",92,"R",75,"R",70,"R",49,"R",0,"R",0
212160,20,"R",197,"R",92,"R",66,"R",38,"R",1,"R",0,"R",0
212160,30,"R",42,"R",0,"R",9,"R",30,"R",3,"R",0,"R",0
212160,40,"R",47,"R",0,"R",0,"R",2,"R",45,"R",0,"R",0
212160,41,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
212160,42,"R",42,"R",0,"R",0,"R",2,"R",40,"R",0,"R",0
212197, 0,"R",129,"R",33,"R",61,"R",25,"R",0,"R",10,"R",0
212197,10,"R",129,"R",33,"R",61,"R",25,"R",0,"R",10,"R",0
212197,20,"R",93,"R",32,"R",61,"R",0,"R",0,"R",0,"R",0
212197,30,"R",21,"R",1,"R",0,"R",20,"R",0,"R",0,"R",0
212197,40,"R",15,"R",0,"R",0,"R",5,"R",0,"R",10,"R",0
212197,42,"R",15,"R",0,"R",0,"R",5,"R",0,"R",10,"R",0
212434, 0,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
212434,50,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
212452, 0,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
212452,10,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
212452,40,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
212452,41,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
212577, 0,"R",273,"R",74,"R",66,"R",108,"R",12,"R",0,"R",13
212577,10,"R",261,"R",74,"R",66,"R",108,"R",12,"R",0,"R",1
212577,20,"R",140,"R",74,"R",66,"R",0,"R",0,"R",0,"R",0
212577,30,"R",57,"R",0,"R",0,"R",56,"R",1,"R",0,"R",0
212577,40,"R",64,"R",0,"R",0,"R",52,"R",11,"R",0,"R",1
212577,41,"R",30,"R",0,"R",0,"R",25,"R",5,"R",0,"R",0
212577,42,"R",33,"R",0,"R",0,"R",26,"R",6,"R",0,"R",1
212577,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
212577,50,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
212601, 0,"R",227,"R",31,"R",49,"R",106,"R",41,"R",0,"R",0
212601,10,"R",227,"R",31,"R",49,"R",106,"R",41,"R",0,"R",0
212601,20,"R",98,"R",30,"R",46,"R",22,"R",0,"R",0,"R",0
212601,30,"R",57,"R",0,"R",2,"R",55,"R",0,"R",0,"R",0
212601,40,"R",72,"R",1,"R",1,"R",29,"R",41,"R",0,"R",0
212601,42,"R",57,"R",1,"R",0,"R",21,"R",35,"R",0,"R",0
212601,43,"R",15,"R",0,"R",1,"R",8,"R",6,"R",0,"R",0
212656, 0,"R",76,"R",35,"R",25,"R",14,"R",2,"R",0,"R",0
212656,10,"R",76,"R",35,"R",25,"R",14,"R",2,"R",0,"R",0
212656,20,"R",46,"R",33,"R",12,"R",1,"R",0,"R",0,"R",0
212656,30,"R",16,"R",2,"R",10,"R",4,"R",0,"R",0,"R",0
212656,40,"R",14,"R",0,"R",3,"R",9,"R",2,"R",0,"R",0
212656,42,"R",14,"R",0,"R",3,"R",9,"R",2,"R",0,"R",0
212674, 0,"R",222,"R",51,"R",87,"R",71,"R",2,"R",11,"R",0
212674,10,"R",222,"R",51,"R",87,"R",71,"R",2,"R",11,"R",0
212674,20,"R",139,"R",51,"R",87,"R",1,"R",0,"R",0,"R",0
212674,30,"R",58,"R",0,"R",0,"R",58,"R",0,"R",0,"R",0
212674,40,"R",25,"R",0,"R",0,"R",12,"R",2,"R",11,"R",0
212674,41,"R",21,"R",0,"R",0,"R",11,"R",0,"R",10,"R",0
212674,42,"R",4,"R",0,"R",0,"R",1,"R",2,"R",1,"R",0
212771, 0,"R",5,"R",2,"R",2,"R",1,"R",0,"R",0,"R",0
212771,10,"R",5,"R",2,"R",2,"R",1,"R",0,"R",0,"R",0
212771,20,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0
212771,30,"R",3,"R",0,"R",2,"R",1,"R",0,"R",0,"R",0
212832, 0,"R",74,"R",5,"R",19,"R",36,"R",12,"R",2,"R",0
212832,10,"R",74,"R",5,"R",19,"R",36,"R",12,"R",2,"R",0
212832,20,"R",21,"R",4,"R",7,"R",10,"R",0,"R",0,"R",0
212832,30,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
212832,40,"R",48,"R",1,"R",12,"R",21,"R",12,"R",2,"R",0
212832,42,"R",7,"R",0,"R",1,"R",6,"R",0,"R",0,"R",0
212832,43,"R",41,"R",1,"R",11,"R",15,"R",12,"R",2,"R",0
212869, 0,"R",58,"R",9,"R",22,"R",10,"R",13,"R",0,"R",4
212869,10,"R",58,"R",9,"R",22,"R",10,"R",13,"R",0,"R",4
212869,20,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0
212869,40,"R",54,"R",6,"R",21,"R",10,"R",13,"R",0,"R",4
212869,42,"R",50,"R",3,"R",20,"R",10,"R",13,"R",0,"R",4
212869,43,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0
212878, 0,"R",301,"R",100,"R",76,"R",82,"R",43,"R",0,"R",0
212878,10,"R",301,"R",100,"R",76,"R",82,"R",43,"R",0,"R",0
212878,20,"R",219,"R",100,"R",68,"R",47,"R",4,"R",0,"R",0
212878,30,"R",73,"R",0,"R",8,"R",35,"R",30,"R",0,"R",0
212878,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
212878,42,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
212911, 0,"R",142,"R",37,"R",45,"R",54,"R",2,"R",4,"R",0
212911,10,"R",142,"R",37,"R",45,"R",54,"R",2,"R",4,"R",0
212911,20,"R",72,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0
212911,30,"R",25,"R",0,"R",1,"R",24,"R",0,"R",0,"R",0
212911,40,"R",45,"R",1,"R",8,"R",30,"R",2,"R",4,"R",0
212911,41,"R",45,"R",1,"R",8,"R",30,"R",2,"R",4,"R",0
212975, 0,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
212975,50,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
212984, 0,"R",74,"R",15,"R",20,"R",28,"R",11,"R",0,"R",0
212984,10,"R",74,"R",15,"R",20,"R",28,"R",11,"R",0,"R",0
212984,40,"R",74,"R",15,"R",20,"R",28,"R",11,"R",0,"R",0
212984,41,"R",24,"R",13,"R",10,"R",1,"R",0,"R",0,"R",0
212984,42,"R",50,"R",2,"R",10,"R",27,"R",11,"R",0,"R",0
213002, 0,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
213002,50,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
213011, 0,"R",76,"R",29,"R",24,"R",19,"R",4,"R",0,"R",0
213011,10,"R",76,"R",29,"R",24,"R",19,"R",4,"R",0,"R",0
213011,20,"R",41,"R",29,"R",11,"R",1,"R",0,"R",0,"R",0
213011,30,"R",32,"R",0,"R",10,"R",18,"R",4,"R",0,"R",0
213011,40,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0
213011,41,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
213011,42,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
213020, 0,"R",579,"R",192,"R",168,"R",165,"R",54,"R",0,"R",0
213020,10,"R",579,"R",192,"R",168,"R",165,"R",54,"R",0,"R",0
213020,20,"R",394,"R",191,"R",159,"R",41,"R",3,"R",0,"R",0
213020,30,"R",126,"R",1,"R",9,"R",106,"R",10,"R",0,"R",0
213020,40,"R",59,"R",0,"R",0,"R",18,"R",41,"R",0,"R",0
213020,42,"R",59,"R",0,"R",0,"R",18,"R",41,"R",0,"R",0
213181, 0,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
213181,50,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
213233, 0,"R",20,"R",0,"R",0,"R",0,"R",19,"R",0,"R",1
213233,10,"R",20,"R",0,"R",0,"R",0,"R",19,"R",0,"R",1
213233,40,"R",20,"R",0,"R",0,"R",0,"R",19,"R",0,"R",1
213233,41,"R",20,"R",0,"R",0,"R",0,"R",19,"R",0,"R",1
213251, 0,"R",104,"R",51,"R",27,"R",24,"R",2,"R",0,"R",0
213251,10,"R",104,"R",51,"R",27,"R",24,"R",2,"R",0,"R",0
213251,20,"R",78,"R",51,"R",25,"R",2,"R",0,"R",0,"R",0
213251,30,"R",18,"R",0,"R",2,"R",16,"R",0,"R",0,"R",0
213251,40,"R",8,"R",0,"R",0,"R",6,"R",2,"R",0,"R",0
213251,42,"R",8,"R",0,"R",0,"R",6,"R",2,"R",0,"R",0
213303, 0,"R",54,"R",21,"R",12,"R",15,"R",6,"R",0,"R",0
213303,10,"R",54,"R",21,"R",12,"R",15,"R",6,"R",0,"R",0
213303,20,"R",36,"R",21,"R",12,"R",3,"R",0,"R",0,"R",0
213303,30,"R",9,"R",0,"R",0,"R",9,"R",0,"R",0,"R",0
213303,40,"R",9,"R",0,"R",0,"R",3,"R",6,"R",0,"R",0
213303,42,"R",9,"R",0,"R",0,"R",3,"R",6,"R",0,"R",0
213321, 0,"R",140,"R",41,"R",52,"R",41,"R",6,"R",0,"R",0
213321,10,"R",140,"R",41,"R",52,"R",41,"R",6,"R",0,"R",0
213321,20,"R",72,"R",32,"R",40,"R",0,"R",0,"R",0,"R",0
213321,30,"R",24,"R",0,"R",0,"R",24,"R",0,"R",0,"R",0
213321,40,"R",44,"R",9,"R",12,"R",17,"R",6,"R",0,"R",0
213321,42,"R",11,"R",4,"R",2,"R",5,"R",0,"R",0,"R",0
213321,43,"R",33,"R",5,"R",10,"R",12,"R",6,"R",0,"R",0
213349, 0,"R",411,"R",96,"R",147,"R",135,"R",33,"R",0,"R",0
213349,10,"R",411,"R",96,"R",147,"R",135,"R",33,"R",0,"R",0
213349,20,"R",273,"R",93,"R",142,"R",38,"R",0,"R",0,"R",0
213349,30,"R",75,"R",3,"R",5,"R",65,"R",2,"R",0,"R",0
213349,40,"R",63,"R",0,"R",0,"R",32,"R",31,"R",0,"R",0
213349,42,"R",63,"R",0,"R",0,"R",32,"R",31,"R",0,"R",0
213358, 0,"R",62,"R",26,"R",14,"R",18,"R",4,"R",0,"R",0
213358,10,"R",62,"R",26,"R",14,"R",18,"R",4,"R",0,"R",0
213358,40,"R",62,"R",26,"R",14,"R",18,"R",4,"R",0,"R",0
213358,41,"R",56,"R",26,"R",14,"R",16,"R",0,"R",0,"R",0
213358,42,"R",6,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0
213367, 0,"R",237,"R",49,"R",88,"R",85,"R",15,"R",0,"R",0
213367,10,"R",237,"R",49,"R",88,"R",85,"R",15,"R",0,"R",0
213367,20,"R",135,"R",47,"R",80,"R",8,"R",0,"R",0,"R",0
213367,30,"R",55,"R",1,"R",5,"R",49,"R",0,"R",0,"R",0
213367,40,"R",47,"R",1,"R",3,"R",28,"R",15,"R",0,"R",0
213367,42,"R",47,"R",1,"R",3,"R",28,"R",15,"R",0,"R",0
213376, 0,"R",30,"R",10,"R",2,"R",6,"R",12,"R",0,"R",0
213376,10,"R",30,"R",10,"R",2,"R",6,"R",12,"R",0,"R",0
213376,20,"R",19,"R",10,"R",2,"R",6,"R",1,"R",0,"R",0
213376,30,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
213376,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213376,41,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213385, 0,"R",234,"R",73,"R",69,"R",79,"R",8,"R",4,"R",1
213385,10,"R",234,"R",73,"R",69,"R",79,"R",8,"R",4,"R",1
213385,20,"R",138,"R",72,"R",66,"R",0,"R",0,"R",0,"R",0
213385,30,"R",59,"R",0,"R",2,"R",57,"R",0,"R",0,"R",0
213385,40,"R",37,"R",1,"R",1,"R",22,"R",8,"R",4,"R",1
213385,41,"R",13,"R",0,"R",0,"R",2,"R",6,"R",4,"R",1
213385,42,"R",21,"R",0,"R",1,"R",18,"R",2,"R",0,"R",0
213385,43,"R",3,"R",1,"R",0,"R",2,"R",0,"R",0,"R",0
213400, 0,"R",71,"R",20,"R",9,"R",38,"R",0,"R",0,"R",4
213400,10,"R",71,"R",20,"R",9,"R",38,"R",0,"R",0,"R",4
213400,40,"R",71,"R",20,"R",9,"R",38,"R",0,"R",0,"R",4
213400,42,"R",38,"R",12,"R",5,"R",17,"R",0,"R",0,"R",4
213400,43,"R",33,"R",8,"R",4,"R",21,"R",0,"R",0,"R",0
213446, 0,"R",5,"R",4,"R",0,"R",1,"R",0,"R",0,"R",0
213446,10,"R",5,"R",4,"R",0,"R",1,"R",0,"R",0,"R",0
213446,20,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0
213446,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
213473, 0,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
213473,10,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
213473,40,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
213473,41,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
213507, 0,"R",108,"R",29,"R",44,"R",33,"R",2,"R",0,"R",0
213507,10,"R",108,"R",29,"R",44,"R",33,"R",2,"R",0,"R",0
213507,20,"R",72,"R",29,"R",41,"R",2,"R",0,"R",0,"R",0
213507,30,"R",22,"R",0,"R",2,"R",20,"R",0,"R",0,"R",0
213507,40,"R",14,"R",0,"R",1,"R",11,"R",2,"R",0,"R",0
213507,41,"R",7,"R",0,"R",1,"R",6,"R",0,"R",0,"R",0
213507,42,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
213507,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
213525, 0,"R",87,"R",24,"R",26,"R",23,"R",14,"R",0,"R",0
213525,10,"R",87,"R",24,"R",26,"R",23,"R",14,"R",0,"R",0
213525,40,"R",87,"R",24,"R",26,"R",23,"R",14,"R",0,"R",0
213525,42,"R",87,"R",24,"R",26,"R",23,"R",14,"R",0,"R",0
213534, 0,"R",35,"R",0,"R",0,"R",0,"R",35,"R",0,"R",0
213534,10,"R",35,"R",0,"R",0,"R",0,"R",35,"R",0,"R",0
213534,40,"R",35,"R",0,"R",0,"R",0,"R",35,"R",0,"R",0
213534,43,"R",35,"R",0,"R",0,"R",0,"R",35,"R",0,"R",0
213543, 0,"R",521,"R",194,"R",151,"R",108,"R",1,"R",58,"R",9
213543,10,"R",521,"R",194,"R",151,"R",108,"R",1,"R",58,"R",9
213543,20,"R",339,"R",193,"R",146,"R",0,"R",0,"R",0,"R",0
213543,30,"R",114,"R",1,"R",5,"R",108,"R",0,"R",0,"R",0
213543,40,"R",68,"R",0,"R",0,"R",0,"R",1,"R",58,"R",9
213543,41,"R",52,"R",0,"R",0,"R",0,"R",0,"R",52,"R",0
213543,42,"R",14,"R",0,"R",0,"R",0,"R",1,"R",5,"R",8
213543,43,"R",2,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1
213570, 0,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
213570,10,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
213570,40,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
213570,41,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
213589, 0,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213589,10,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213589,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213589,41,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
213598, 0,"R",94,"C",29,"R",30,"R",28,"C",2,"R",4,"R",1
213598,10,"R",93,"C",29,"R",30,"R",28,"C",2,"R",4,"R",0
213598,20,"R",57,"R",27,"R",28,"R",2,"R",0,"R",0,"R",0
213598,30,"R",25,"R",0,"R",2,"R",22,"R",1,"R",0,"R",0
213598,40,"R",11,"C",2,"R",0,"R",4,"C",1,"R",4,"R",0
213598,42,"C",8,"C",2,"R",0,"R",4,"R",0,"R",2,"R",0
213598,43,"C",3,"R",0,"R",0,"R",0,"C",1,"R",2,"R",0
213598,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
213613, 0,"R",214,"R",86,"R",64,"R",56,"R",8,"R",0,"R",0
213613,10,"R",214,"R",86,"R",64,"R",56,"R",8,"R",0,"R",0
213613,20,"R",173,"R",86,"R",59,"R",28,"R",0,"R",0,"R",0
213613,30,"R",21,"R",0,"R",5,"R",15,"R",1,"R",0,"R",0
213613,40,"R",20,"R",0,"R",0,"R",13,"R",7,"R",0,"R",0
213613,42,"R",20,"R",0,"R",0,"R",13,"R",7,"R",0,"R",0
213631, 0,"R",11,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0
213631,10,"R",11,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0
213631,20,"R",10,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0
213631,40,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0
213631,42,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0
213640, 0,"R",12,"R",8,"R",4,"R",0,"R",0,"R",0,"R",0
213640,10,"R",12,"R",8,"R",4,"R",0,"R",0,"R",0,"R",0
213640,20,"R",11,"R",8,"R",3,"R",0,"R",0,"R",0,"R",0
213640,40,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
213640,42,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
213659, 0,"R",112,"R",29,"R",30,"R",35,"R",16,"R",2,"R",0
213659,10,"R",112,"R",29,"R",30,"R",35,"R",16,"R",2,"R",0
213659,40,"R",112,"R",29,"R",30,"R",35,"R",16,"R",2,"R",0
213659,42,"R",112,"R",29,"R",30,"R",35,"R",16,"R",2,"R",0
213668, 0,"R",86,"R",19,"R",22,"R",44,"R",1,"R",0,"R",0
213668,10,"R",86,"R",19,"R",22,"R",44,"R",1,"R",0,"R",0
213668,20,"R",53,"R",19,"R",21,"R",13,"R",0,"R",0,"R",0
