UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
157757,42,"R",38,"R",0,"R",5,"R",23,"R",0,"R",10,"R",0
157766, 0,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
157766,10,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
157766,40,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
157766,42,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
157793, 0,"R",128,"R",16,"R",34,"R",30,"R",47,"R",1,"R",0
157793,10,"R",128,"R",16,"R",34,"R",30,"R",47,"R",1,"R",0
157793,40,"R",128,"R",16,"R",34,"R",30,"R",47,"R",1,"R",0
157793,42,"R",128,"R",16,"R",34,"R",30,"R",47,"R",1,"R",0
157809, 0,"R",79,"R",27,"R",34,"R",17,"R",1,"R",0,"R",0
157809,10,"R",79,"R",27,"R",34,"R",17,"R",1,"R",0,"R",0
157809,20,"R",54,"R",26,"R",27,"R",1,"R",0,"R",0,"R",0
157809,30,"R",16,"R",0,"R",6,"R",10,"R",0,"R",0,"R",0
157809,40,"R",9,"R",1,"R",1,"R",6,"R",1,"R",0,"R",0
157809,42,"R",9,"R",1,"R",1,"R",6,"R",1,"R",0,"R",0
157818, 0,"R",88,"R",34,"R",28,"R",21,"R",5,"R",0,"R",0
157818,10,"R",88,"R",34,"R",28,"R",21,"R",5,"R",0,"R",0
157818,20,"R",62,"R",34,"R",28,"R",0,"R",0,"R",0,"R",0
157818,30,"R",21,"R",0,"R",0,"R",21,"R",0,"R",0,"R",0
157818,40,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
157818,42,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
157863, 0,"R",51,"R",13,"R",11,"R",23,"R",4,"R",0,"R",0
157863,10,"R",51,"R",13,"R",11,"R",23,"R",4,"R",0,"R",0
157863,20,"R",15,"R",11,"R",4,"R",0,"R",0,"R",0,"R",0
157863,30,"R",27,"R",2,"R",6,"R",19,"R",0,"R",0,"R",0
157863,40,"R",9,"R",0,"R",1,"R",4,"R",4,"R",0,"R",0
157863,42,"R",2,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0
157863,43,"R",7,"R",0,"R",0,"R",4,"R",3,"R",0,"R",0
157951, 0,"R",776,"R",173,"R",232,"R",187,"R",154,"R",2,"R",28
157951,10,"R",776,"R",173,"R",232,"R",187,"R",154,"R",2,"R",28
157951,20,"R",404,"R",172,"R",221,"R",11,"R",0,"R",0,"R",0
157951,30,"R",186,"R",1,"R",11,"R",174,"R",0,"R",0,"R",0
157951,40,"R",186,"R",0,"R",0,"R",2,"R",154,"R",2,"R",28
157951,41,"R",132,"R",0,"R",0,"R",2,"R",111,"R",2,"R",17
157951,42,"R",51,"R",0,"R",0,"R",0,"R",40,"R",0,"R",11
157951,43,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
158088, 0,"R",69,"R",5,"R",0,"R",0,"R",1,"R",0,"R",63
158088,10,"R",69,"R",5,"R",0,"R",0,"R",1,"R",0,"R",63
158088,20,"R",6,"R",4,"R",0,"R",0,"R",0,"R",0,"R",2
158088,40,"R",63,"R",1,"R",0,"R",0,"R",1,"R",0,"R",61
158088,42,"R",61,"R",1,"R",0,"R",0,"R",1,"R",0,"R",59
158088,43,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
158431, 0,"R",140,"R",28,"R",21,"R",25,"R",62,"R",0,"R",4
158431,10,"R",140,"R",28,"R",21,"R",25,"R",62,"R",0,"R",4
158431,20,"R",29,"R",23,"R",4,"R",2,"R",0,"R",0,"R",0
158431,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
158431,40,"R",110,"R",5,"R",17,"R",22,"R",62,"R",0,"R",4
158431,42,"R",110,"R",5,"R",17,"R",22,"R",62,"R",0,"R",4
158477, 0,"R",57,"R",24,"R",12,"R",19,"R",2,"R",0,"R",0
158477,10,"R",57,"R",24,"R",12,"R",19,"R",2,"R",0,"R",0
158477,20,"R",36,"R",24,"R",12,"R",0,"R",0,"R",0,"R",0
158477,30,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
158477,40,"R",13,"R",0,"R",0,"R",11,"R",2,"R",0,"R",0
158477,41,"R",11,"R",0,"R",0,"R",11,"R",0,"R",0,"R",0
158477,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
158662, 0,"R",390,"R",72,"R",72,"R",100,"R",146,"R",0,"R",0
158662,10,"R",390,"R",72,"R",72,"R",100,"R",146,"R",0,"R",0
158662,20,"R",35,"R",24,"R",9,"R",2,"R",0,"R",0,"R",0
158662,30,"R",15,"R",13,"R",2,"R",0,"R",0,"R",0,"R",0
158662,40,"R",340,"R",35,"R",61,"R",98,"R",146,"R",0,"R",0
158662,42,"R",339,"R",35,"R",61,"R",98,"R",145,"R",0,"R",0
158662,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
158723, 0,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
158723,10,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
158723,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
158723,41,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
158802, 0,"R",72,"R",12,"R",18,"R",26,"R",15,"R",0,"R",1
158802,10,"R",72,"R",12,"R",18,"R",26,"R",15,"R",0,"R",1
158802,20,"R",27,"R",11,"R",16,"R",0,"R",0,"R",0,"R",0
158802,30,"R",14,"R",1,"R",2,"R",11,"R",0,"R",0,"R",0
158802,40,"R",31,"R",0,"R",0,"R",15,"R",15,"R",0,"R",1
158802,42,"R",31,"R",0,"R",0,"R",15,"R",15,"R",0,"R",1
158884, 0,"R",40,"R",10,"R",7,"R",6,"R",15,"R",0,"R",2
158884,10,"R",40,"R",10,"R",7,"R",6,"R",15,"R",0,"R",2
158884,20,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
158884,40,"R",39,"R",10,"R",6,"R",6,"R",15,"R",0,"R",2
158884,42,"R",37,"R",10,"R",6,"R",6,"R",14,"R",0,"R",1
158884,43,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
159009, 0,"R",183,"R",41,"R",37,"R",53,"R",13,"R",15,"R",24
159009,10,"R",159,"R",41,"R",37,"R",53,"R",13,"R",15,"R",0
159009,20,"R",101,"R",39,"R",30,"R",30,"R",1,"R",1,"R",0
159009,30,"R",28,"R",2,"R",7,"R",16,"R",1,"R",2,"R",0
159009,40,"R",30,"R",0,"R",0,"R",7,"R",11,"R",12,"R",0
159009,42,"R",30,"R",0,"R",0,"R",7,"R",11,"R",12,"R",0
159009,50,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
159197, 0,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
159197,10,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
159197,40,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
159197,41,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
159373, 0,"R",695,"R",108,"R",189,"R",326,"R",72,"R",0,"R",0
159373,10,"R",695,"R",108,"R",189,"R",326,"R",72,"R",0,"R",0
159373,20,"R",125,"R",67,"R",58,"R",0,"R",0,"R",0,"R",0
159373,30,"R",32,"R",4,"R",4,"R",24,"R",0,"R",0,"R",0
159373,40,"R",538,"R",37,"R",127,"R",302,"R",72,"R",0,"R",0
159373,42,"R",538,"R",37,"R",127,"R",302,"R",72,"R",0,"R",0
159382, 0,"R",76,"R",15,"R",21,"R",27,"R",13,"R",0,"R",0
159382,10,"R",76,"R",15,"R",21,"R",27,"R",13,"R",0,"R",0
159382,20,"R",39,"R",13,"R",20,"R",6,"R",0,"R",0,"R",0
159382,30,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0
159382,40,"R",34,"R",2,"R",1,"R",18,"R",13,"R",0,"R",0
159382,42,"R",34,"R",2,"R",1,"R",18,"R",13,"R",0,"R",0
159391, 0,"R",1282,"R",425,"R",303,"R",282,"R",249,"R",23,"R",0
159391,10,"R",1282,"R",425,"R",303,"R",282,"R",249,"R",23,"R",0
159391,20,"R",699,"R",421,"R",278,"R",0,"R",0,"R",0,"R",0
159391,30,"R",266,"R",0,"R",16,"R",250,"R",0,"R",0,"R",0
159391,40,"R",317,"R",4,"R",9,"R",32,"R",249,"R",23,"R",0
159391,41,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0
159391,42,"R",316,"R",3,"R",9,"R",32,"R",249,"R",23,"R",0
159407, 0,"R",64,"R",13,"R",14,"R",4,"R",33,"R",0,"R",0
159407,10,"R",64,"R",13,"R",14,"R",4,"R",33,"R",0,"R",0
159407,20,"R",26,"R",12,"R",13,"R",1,"R",0,"R",0,"R",0
159407,30,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0
159407,40,"R",35,"R",1,"R",1,"R",0,"R",33,"R",0,"R",0
159407,42,"R",35,"R",1,"R",1,"R",0,"R",33,"R",0,"R",0
159416, 0,"R",118,"R",45,"R",37,"R",12,"R",23,"R",0,"R",1
159416,10,"R",117,"R",45,"R",37,"R",12,"R",23,"R",0,"R",0
159416,20,"R",77,"R",43,"R",32,"R",1,"R",1,"R",0,"R",0
159416,30,"R",12,"R",1,"R",3,"R",8,"R",0,"R",0,"R",0
159416,40,"R",28,"R",1,"R",2,"R",3,"R",22,"R",0,"R",0
159416,41,"R",4,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0
159416,42,"R",24,"R",1,"R",0,"R",1,"R",22,"R",0,"R",0
159416,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
159568, 0,"R",68,"R",16,"R",13,"R",38,"R",1,"R",0,"R",0
159568,10,"R",68,"R",16,"R",13,"R",38,"R",1,"R",0,"R",0
159568,20,"R",29,"R",12,"R",9,"R",8,"R",0,"R",0,"R",0
159568,30,"R",39,"R",4,"R",4,"R",30,"R",1,"R",0,"R",0
159647, 0,"R",382,"R",63,"R",128,"R",97,"R",55,"R",23,"R",16
159647,10,"R",373,"R",63,"R",128,"R",97,"R",55,"R",23,"R",7
159647,20,"R",183,"R",61,"R",110,"R",12,"R",0,"R",0,"R",0
159647,30,"R",79,"R",1,"R",2,"R",75,"R",1,"R",0,"R",0
159647,40,"R",111,"R",1,"R",16,"R",10,"R",54,"R",23,"R",7
159647,42,"R",107,"R",1,"R",15,"R",10,"R",53,"R",23,"R",5
159647,43,"R",4,"R",0,"R",1,"R",0,"R",1,"R",0,"R",2
159647,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
159656, 0,"R",277,"R",83,"R",66,"R",47,"R",0,"R",81,"R",0
159656,10,"R",277,"R",83,"R",66,"R",47,"R",0,"R",81,"R",0
159656,20,"R",125,"R",81,"R",44,"R",0,"R",0,"R",0,"R",0
159656,30,"R",71,"R",2,"R",22,"R",47,"R",0,"R",0,"R",0
159656,40,"R",81,"R",0,"R",0,"R",0,"R",0,"R",81,"R",0
159656,41,"R",17,"R",0,"R",0,"R",0,"R",0,"R",17,"R",0
159656,42,"R",64,"R",0,"R",0,"R",0,"R",0,"R",64,"R",0
159717, 0,"R",253,"R",51,"R",54,"R",93,"R",55,"R",0,"R",0
159717,10,"R",253,"R",51,"R",54,"R",93,"R",55,"R",0,"R",0
159717,20,"R",146,"R",51,"R",52,"R",43,"R",0,"R",0,"R",0
159717,30,"R",41,"R",0,"R",2,"R",39,"R",0,"R",0,"R",0
159717,40,"R",66,"R",0,"R",0,"R",11,"R",55,"R",0,"R",0
159717,42,"R",66,"R",0,"R",0,"R",11,"R",55,"R",0,"R",0
159939, 0,"R",270,"R",91,"R",75,"R",46,"R",58,"R",0,"R",0
159939,10,"R",270,"R",91,"R",75,"R",46,"R",58,"R",0,"R",0
159939,20,"R",158,"R",86,"R",70,"R",2,"R",0,"R",0,"R",0
159939,30,"R",38,"R",1,"R",1,"R",36,"R",0,"R",0,"R",0
159939,40,"R",74,"R",4,"R",4,"R",8,"R",58,"R",0,"R",0
159939,41,"R",7,"R",1,"R",2,"R",2,"R",2,"R",0,"R",0
159939,42,"R",63,"R",3,"R",2,"R",6,"R",52,"R",0,"R",0
159939,43,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
159948, 0,"R",59,"R",41,"R",11,"R",7,"R",0,"R",0,"R",0
159948,10,"R",59,"R",41,"R",11,"R",7,"R",0,"R",0,"R",0
159948,20,"R",41,"R",38,"R",3,"R",0,"R",0,"R",0,"R",0
159948,30,"R",18,"R",3,"R",8,"R",7,"R",0,"R",0,"R",0
159966, 0,"R",252,"R",33,"R",63,"R",74,"R",73,"R",0,"R",9
159966,10,"R",243,"R",33,"R",63,"R",74,"R",73,"R",0,"R",0
159966,20,"R",101,"R",33,"R",58,"R",10,"R",0,"R",0,"R",0
159966,30,"R",45,"R",0,"R",5,"R",40,"R",0,"R",0,"R",0
159966,40,"R",97,"R",0,"R",0,"R",24,"R",73,"R",0,"R",0
159966,42,"R",97,"R",0,"R",0,"R",24,"R",73,"R",0,"R",0
159966,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
159993, 0,"R",288,"R",52,"R",101,"R",84,"R",51,"R",0,"R",0
159993,10,"R",288,"R",52,"R",101,"R",84,"R",51,"R",0,"R",0
159993,20,"R",151,"R",51,"R",84,"R",16,"R",0,"R",0,"R",0
159993,30,"R",58,"R",0,"R",3,"R",55,"R",0,"R",0,"R",0
159993,40,"R",79,"R",1,"R",14,"R",13,"R",51,"R",0,"R",0
159993,42,"R",24,"R",1,"R",13,"R",7,"R",3,"R",0,"R",0
159993,43,"R",55,"R",0,"R",1,"R",6,"R",48,"R",0,"R",0
160010, 0,"R",68,"R",4,"R",2,"R",1,"R",61,"R",0,"R",0
160010,10,"R",68,"R",4,"R",2,"R",1,"R",61,"R",0,"R",0
160010,20,"R",8,"R",3,"R",0,"R",1,"R",4,"R",0,"R",0
160010,40,"R",60,"R",1,"R",2,"R",0,"R",57,"R",0,"R",0
160010,42,"R",60,"R",1,"R",2,"R",0,"R",57,"R",0,"R",0
160029, 0,"R",18,"R",16,"R",0,"R",0,"R",2,"R",0,"R",0
160029,10,"R",18,"R",16,"R",0,"R",0,"R",2,"R",0,"R",0
160029,40,"R",18,"R",16,"R",0,"R",0,"R",2,"R",0,"R",0
160029,41,"R",18,"R",16,"R",0,"R",0,"R",2,"R",0,"R",0
160038, 0,"R",282,"R",55,"R",71,"R",112,"R",44,"R",0,"R",0
160038,10,"R",282,"R",55,"R",71,"R",112,"R",44,"R",0,"R",0
160038,20,"R",146,"R",55,"R",64,"R",27,"R",0,"R",0,"R",0
160038,30,"R",73,"R",0,"R",6,"R",67,"R",0,"R",0,"R",0
160038,40,"R",63,"R",0,"R",1,"R",18,"R",44,"R",0,"R",0
160038,42,"R",63,"R",0,"R",1,"R",18,"R",44,"R",0,"R",0
160065, 0,"R",51,"R",8,"R",14,"R",28,"R",1,"R",0,"R",0
160065,10,"R",51,"R",8,"R",14,"R",28,"R",1,"R",0,"R",0
160065,40,"R",51,"R",8,"R",14,"R",28,"R",1,"R",0,"R",0
160065,41,"R",51,"R",8,"R",14,"R",28,"R",1,"R",0,"R",0
160074, 0,"R",77,"R",1,"R",17,"R",38,"R",21,"R",0,"R",0
160074,10,"R",77,"R",1,"R",17,"R",38,"R",21,"R",0,"R",0
160074,40,"R",77,"R",1,"R",17,"R",38,"R",21,"R",0,"R",0
160074,42,"R",77,"R",1,"R",17,"R",38,"R",21,"R",0,"R",0
160409, 0,"R",26,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0
160409,10,"R",26,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0
160409,40,"R",26,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0
160409,42,"R",19,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0
160409,43,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
160481, 0,"R",54,"R",0,"R",0,"R",3,"R",49,"R",2,"R",0
160481,10,"R",54,"R",0,"R",0,"R",3,"R",49,"R",2,"R",0
160481,20,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
160481,40,"R",53,"R",0,"R",0,"R",3,"R",48,"R",2,"R",0
160481,42,"R",53,"R",0,"R",0,"R",3,"R",48,"R",2,"R",0
160524, 0,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
160524,50,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
160579, 0,"R",79,"R",3,"R",3,"R",5,"R",68,"R",0,"R",0
160579,10,"R",79,"R",3,"R",3,"R",5,"R",68,"R",0,"R",0
160579,20,"R",6,"R",2,"R",0,"R",0,"R",4,"R",0,"R",0
160579,40,"R",73,"R",1,"R",3,"R",5,"R",64,"R",0,"R",0
160579,42,"R",73,"R",1,"R",3,"R",5,"R",64,"R",0,"R",0
160612, 0,"R",467,"R",88,"R",102,"R",52,"R",225,"R",0,"R",0
160612,10,"R",467,"R",88,"R",102,"R",52,"R",225,"R",0,"R",0
160612,20,"R",197,"R",88,"R",102,"R",7,"R",0,"R",0,"R",0
160612,30,"R",40,"R",0,"R",0,"R",40,"R",0,"R",0,"R",0
160612,40,"R",230,"R",0,"R",0,"R",5,"R",225,"R",0,"R",0
160612,42,"R",230,"R",0,"R",0,"R",5,"R",225,"R",0,"R",0
160621, 0,"R",325,"R",97,"R",52,"R",59,"R",18,"R",4,"R",95
160621,10,"R",230,"R",97,"R",52,"R",59,"R",18,"R",4,"R",0
160621,20,"R",146,"R",90,"R",38,"R",17,"R",1,"R",0,"R",0
160621,30,"R",40,"R",3,"R",11,"R",25,"R",1,"R",0,"R",0
160621,40,"R",44,"R",4,"R",3,"R",17,"R",16,"R",4,"R",0
160621,42,"R",40,"R",4,"R",3,"R",17,"R",14,"R",2,"R",0
160621,43,"R",4,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
160621,50,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"R",95
160630, 0,"R",146,"R",17,"R",25,"R",56,"R",45,"R",0,"R",3
160630,10,"R",146,"R",17,"R",25,"R",56,"R",45,"R",0,"R",3
160630,20,"R",57,"R",15,"R",21,"R",21,"R",0,"R",0,"R",0
160630,30,"R",31,"R",2,"R",1,"R",25,"R",0,"R",0,"R",3
160630,40,"R",58,"R",0,"R",3,"R",10,"R",45,"R",0,"R",0
160630,42,"R",58,"R",0,"R",3,"R",10,"R",45,"R",0,"R",0
160649, 0,"R",70,"R",5,"R",9,"R",23,"R",26,"R",0,"R",7
160649,10,"R",63,"R",5,"R",9,"R",23,"R",26,"R",0,"R",0
160649,20,"R",16,"R",4,"R",9,"R",3,"R",0,"R",0,"R",0
160649,30,"R",22,"R",1,"R",0,"R",10,"R",11,"R",0,"R",0
160649,40,"R",25,"R",0,"R",0,"R",10,"R",15,"R",0,"R",0
160649,42,"R",6,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0
160649,43,"R",19,"R",0,"R",0,"R",8,"R",11,"R",0,"R",0
160649,50,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
160658, 0,"R",601,"R",134,"R",140,"R",133,"R",192,"R",2,"R",0
160658,10,"R",601,"R",134,"R",140,"R",133,"R",192,"R",2,"R",0
160658,20,"R",243,"R",130,"R",100,"R",13,"R",0,"R",0,"R",0
160658,30,"R",133,"R",3,"R",34,"R",94,"R",2,"R",0,"R",0
160658,40,"R",225,"R",1,"R",6,"R",26,"R",190,"R",2,"R",0
160658,41,"R",225,"R",1,"R",6,"R",26,"R",190,"R",2,"R",0
160667, 0,"R",74,"R",0,"R",2,"R",5,"R",67,"R",0,"R",0
160667,10,"R",74,"R",0,"R",2,"R",5,"R",67,"R",0,"R",0
160667,20,"R",3,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0
160667,40,"R",71,"R",0,"R",2,"R",3,"R",66,"R",0,"R",0
160667,42,"R",70,"R",0,"R",2,"R",3,"R",65,"R",0,"R",0
160667,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
160755, 0,"R",891,"R",271,"R",213,"R",246,"R",23,"R",18,"R",120
160755,10,"R",891,"R",271,"R",213,"R",246,"R",23,"R",18,"R",120
160755,20,"R",438,"R",260,"R",176,"R",2,"R",0,"R",0,"R",0
160755,30,"R",164,"R",1,"R",11,"R",152,"R",0,"R",0,"R",0
160755,40,"R",289,"R",10,"R",26,"R",92,"R",23,"R",18,"R",120
160755,42,"R",289,"R",10,"R",26,"R",92,"R",23,"R",18,"R",120
160904, 0,"R",220,"R",45,"R",67,"R",92,"R",10,"R",6,"R",0
160904,10,"R",220,"R",45,"R",67,"R",92,"R",10,"R",6,"R",0
160904,20,"R",108,"R",41,"R",47,"R",20,"R",0,"R",0,"R",0
160904,30,"R",59,"R",1,"R",8,"R",50,"R",0,"R",0,"R",0
160904,40,"R",53,"R",3,"R",12,"R",22,"R",10,"R",6,"R",0
160904,42,"R",53,"R",3,"R",12,"R",22,"R",10,"R",6,"R",0
160913, 0,"R",56,"R",1,"R",2,"R",1,"R",24,"R",0,"R",28
160913,10,"R",56,"R",1,"R",2,"R",1,"R",24,"R",0,"R",28
160913,20,"R",3,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1
160913,40,"R",53,"R",1,"R",1,"R",0,"R",24,"R",0,"R",27
160913,42,"R",53,"R",1,"R",1,"R",0,"R",24,"R",0,"R",27
160940, 0,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160940,10,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160940,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160940,41,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160959, 0,"R",25,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0
160959,10,"R",25,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0
160959,40,"R",25,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0
160959,41,"R",25,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0
160977, 0,"R",159,"R",55,"R",45,"R",48,"R",4,"R",7,"R",0
160977,10,"R",159,"R",55,"R",45,"R",48,"R",4,"R",7,"R",0
160977,20,"R",97,"R",55,"R",42,"R",0,"R",0,"R",0,"R",0
160977,30,"R",26,"R",0,"R",0,"R",26,"R",0,"R",0,"R",0
160977,40,"R",36,"R",0,"R",3,"R",22,"R",4,"R",7,"R",0
160977,41,"R",24,"R",0,"R",2,"R",13,"R",2,"R",7,"R",0
160977,42,"R",10,"R",0,"R",0,"R",8,"R",2,"R",0,"R",0
160977,43,"R",2,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0
160995, 0,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160995,10,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160995,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
160995,42,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
161004, 0,"R",212,"R",65,"R",60,"R",65,"R",1,"R",21,"R",0
161004,10,"R",212,"R",65,"R",60,"R",65,"R",1,"R",21,"R",0
161004,20,"R",120,"R",62,"R",58,"R",0,"R",0,"R",0,"R",0
161004,30,"R",46,"R",1,"R",1,"R",43,"R",1,"R",0,"R",0
161004,40,"R",46,"R",2,"R",1,"R",22,"R",0,"R",21,"R",0
161004,41,"R",17,"R",2,"R",1,"R",0,"R",0,"R",14,"R",0
161004,42,"R",26,"R",0,"R",0,"R",20,"R",0,"R",6,"R",0
161004,43,"R",3,"R",0,"R",0,"R",2,"R",0,"R",1,"R",0
161022, 0,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
161022,10,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
161022,40,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
161022,42,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
161022,43,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
161077, 0,"R",55,"R",0,"R",0,"R",0,"R",55,"R",0,"R",0
161077,10,"R",55,"R",0,"R",0,"R",0,"R",55,"R",0,"R",0
161077,40,"R",55,"R",0,"R",0,"R",0,"R",55,"R",0,"R",0
161077,42,"R",55,"R",0,"R",0,"R",0,"R",55,"R",0,"R",0
161086, 0,"R",180,"R",69,"R",42,"R",68,"R",1,"R",0,"R",0
161086,10,"R",180,"R",69,"R",42,"R",68,"R",1,"R",0,"R",0
161086,20,"R",110,"R",69,"R",41,"R",0,"R",0,"R",0,"R",0
161086,30,"R",50,"R",0,"R",0,"R",50,"R",0,"R",0,"R",0
161086,40,"R",20,"R",0,"R",1,"R",18,"R",1,"R",0,"R",0
161086,41,"R",7,"R",0,"R",1,"R",6,"R",0,"R",0,"R",0
161086,42,"R",13,"R",0,"R",0,"R",12,"R",1,"R",0,"R",0
161138, 0,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
161138,10,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
161138,40,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
161138,42,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
161192, 0,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
161192,10,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
161192,40,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
161192,42,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
161217, 0,"R",87,"R",28,"R",22,"R",17,"R",3,"R",17,"R",0
161217,10,"R",87,"R",28,"R",22,"R",17,"R",3,"R",17,"R",0
161217,20,"R",50,"R",28,"R",22,"R",0,"R",0,"R",0,"R",0
161217,30,"R",15,"R",0,"R",0,"R",15,"R",0,"R",0,"R",0
161217,40,"R",22,"R",0,"R",0,"R",2,"R",3,"R",17,"R",0
161217,41,"R",5,"R",0,"R",0,"R",0,"R",3,"R",2,"R",0
161217,42,"R",17,"R",0,"R",0,"R",2,"R",0,"R",15,"R",0
161226, 0,"R",113,"R",36,"R",37,"R",25,"R",6,"R",9,"R",0
161226,10,"R",113,"R",36,"R",37,"R",25,"R",6,"R",9,"R",0
161226,20,"R",73,"R",36,"R",37,"R",0,"R",0,"R",0,"R",0
161226,30,"R",24,"R",0,"R",0,"R",22,"R",2,"R",0,"R",0
161226,40,"R",16,"R",0,"R",0,"R",3,"R",4,"R",9,"R",0
161226,41,"R",12,"R",0,"R",0,"R",1,"R",4,"R",7,"R",0
161226,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
161226,43,"R",3,"R",0,"R",0,"R",2,"R",0,"R",1,"R",0
161235, 0,"R",31,"R",9,"R",9,"R",11,"R",0,"R",2,"R",0
161235,10,"R",31,"R",9,"R",9,"R",11,"R",0,"R",2,"R",0
161235,20,"R",18,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0
161235,30,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
161235,40,"R",8,"R",0,"R",0,"R",6,"R",0,"R",2,"R",0
161235,41,"R",5,"R",0,"R",0,"R",3,"R",0,"R",2,"R",0
161235,42,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0
161244, 0,"R",30,"R",10,"R",8,"R",10,"R",0,"R",2,"R",0
