unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"294159","0","0","0","0","0","0","0","0","","","","0","1","2","1","0","","","","4","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"294247","0","1","0","0","1","1","0","0","","","","2","3","4","2","0","","","","10","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","3","","0","0","","","","3"
"294432","0","0","0","0","1","3","0","0","","","","4","0","3","4","0","","","","7","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"294724","0","0","0","0","1","0","0","0","","","","1","3","0","0","0","","","","3","Z","Z","Z","Z","R","Z","Z","Z","","","","R","R","Z","Z","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","13","","0","0","","","","13","0","1","","0","0","","","","1"
"294830","","","","","","","","","","","","0","","","","","","","","0","N","N","N","N","N","N","N","N","","","","T","N","N","N","N","","","","T","N","N","","N","N","","","","R","N","N","","N","N","","","","R","","","","","","","","","0","","","","","","","","","0"
"294937","0","0","0","1","1","0","0","0","","","","1","0","1","1","0","","","","2","R","R","Z","R","R","R","R","R","","","","R","R","R","R","R","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","2","","0","0","","","","2","0","1","","0","0","","","","2"
"295028","0","1","0","0","0","0","0","0","","","","0","2","2","1","0","","","","6","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"295116","1","2","0","0","1","2","1","0","","","","5","4","5","3","1","","","","15","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","Z","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"295268","0","2","0","0","0","0","0","0","","","","0","5","6","3","1","","","","17","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"295310","1","2","0","0","2","3","1","0","","","","7","2","1","1","1","","","","7","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","5","","0","0","","","","5","1","5","","0","0","","","","6"
"295329","1","1","0","0","2","5","0","0","","","","8","0","1","2","0","","","","4","R","R","Z","Z","R","R","Z","Z","","","","R","Z","R","R","Z","","","","R","Z","R","","R","Z","","","","R","R","Z","","Z","Z","","","","R","0","1","","3","0","","","","4","1","0","","0","0","","","","1"
"295338","0","0","0","0","2","2","0","0","","","","4","0","0","0","0","","","","0","Z","Z","Z","Z","R","R","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","R","Z","","Z","Z","","","","Z","0","4","","0","0","","","","4","1","0","","0","0","","","","1"
"295347","1","0","2","0","1","3","1","0","","","","6","1","5","5","0","","","","11","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","6","","0","0","","","","8","1","4","","1","0","","","","6"
"295444","1","1","0","0","6","13","3","0","","","","23","9","1","0","0","","","","11","R","R","Z","Z","R","R","R","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"295462","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","R","","R","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","1","","1","0","","","","2","0","4","","0","0","","","","4"
"295480","0","0","0","0","0","1","0","0","","","","1","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","Z","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"295611","0","0","0","0","0","0","0","0","","","","0","1","1","1","0","","","","3","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","A","I","I","","I","I","","","","A","I","I","","I","I","","","","A","0","1","","0","0","","","","1","0","2","","0","0","","","","2"
"295620","0","0","0","0","0","1","0","0","","","","1","1","1","1","0","","","","3","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"295675","0","0","0","0","1","1","0","0","","","","2","0","0","0","0","","","","0","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","2","","0","0","","","","2","1","0","","0","0","","","","1"
"295693","0","1","0","3","0","0","0","0","","","","0","2","2","1","0","","","","6","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","2","","0","0","","","","2","2","15","","3","1","","","","24"
"295736","0","0","3","5","1","0","0","0","","","","1","0","0","0","0","","","","0","Z","Z","R","R","R","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","8","","0","0","","","","11","1","1","","0","0","","","","7"
"295772","0","0","0","0","1","2","1","1","","","","5","1","0","0","0","","","","1","Z","Z","Z","Z","R","R","R","R","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"295851","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","9","","0","0","","","","9","2","4","","0","0","","","","6"
"295888","0","0","0","0","0","0","0","0","","","","0","1","2","1","0","","","","4","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"295930","0","0","1","1","0","0","0","0","","","","0","1","4","1","0","","","","6","Z","Z","R","R","Z","Z","Z","Z","","","","Z","R","R","R","Z","","","","Z","Z","R","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","1","","0","0","","","","2","0","3","","0","0","","","","4"
"296067","1","0","0","0","2","3","1","0","","","","7","0","0","0","0","","","","0","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","Z","I","I","","I","I","","","","R","I","I","","I","I","","","","Z","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"296094","0","0","0","0","2","0","0","0","","","","2","1","2","0","0","","","","3","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"296191","0","0","0","0","1","0","0","0","","","","1","2","0","0","0","","","","2","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","R","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","1","0","","0","0","","","","1"
"296298","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","","","","0","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","Z","Z","","Z","R","","","","Z","Z","Z","","Z","R","","","","Z","0","0","","0","3","","","","3","0","0","","0","1","","","","1"
"296395","0","2","0","0","1","2","1","0","","","","4","4","5","3","1","","","","15","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"296517","1","6","1","3","3","11","5","0","","","","20","8","5","9","0","","","","28","R","R","R","R","R","R","R","Z","","","","R","R","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","13","","0","0","","","","14","0","5","","0","0","","","","8"
"296623","0","0","0","0","1","0","0","0","","","","1","2","3","1","0","","","","6","Z","Z","Z","Z","R","Z","Z","Z","","","","R","R","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","1","","0","0","","","","1","0","1","","0","0","","","","1"
"296687","0","1","0","0","1","2","1","0","","","","4","3","5","2","0","","","","11","I","I","I","I","I","I","I","I","","","","C","I","I","I","I","","","","C","I","I","","I","I","","","","C","I","I","","I","I","","","","C","0","1","","0","0","","","","1","0","4","","0","0","","","","4"
"296793","0","1","0","0","1","7","3","0","","","","11","3","0","1","0","","","","5","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","3","","0","0","","","","3","1","0","","0","0","","","","1"
"296979","0","0","1","0","2","2","0","0","","","","4","3","13","4","2","","","","22","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","1","0","10","","0","0","","","","10"
"297060","0","0","0","4","0","0","0","0","","","","0","0","0","0","0","","","","0","Z","Z","Z","R","Z","Z","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","2","3","","0","0","","","","5","1","3","","0","0","","","","8"
"297079","0","0","0","0","0","0","0","0","","","","0","0","1","0","0","","","","1","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","Z","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"297219","0","0","0","0","0","0","0","0","","","","0","1","2","0","0","","","","3","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"297246","0","0","0","0","0","0","0","0","","","","0","0","2","0","0","","","","2","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","R","Z","","","","Z","0","0","","0","0","","","","0","0","0","","1","0","","","","1"
"297404","","","","","","","","","","","","0","","","","","","","","0","N","N","N","N","N","N","N","N","","","","T","N","N","N","N","","","","T","N","N","","N","N","","","","R","N","N","","N","N","","","","R","","","","","","","","","0","","","","","","","","","0"
"297440","2","2","1","1","4","7","2","0","","","","15","4","5","3","1","","","","15","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","6","","0","0","","","","7","1","5","","1","0","","","","8"
"297565","1","2","0","0","2","5","1","0","","","","9","4","6","3","1","","","","16","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"297705","0","0","0","0","1","2","0","0","","","","3","1","1","1","0","","","","3","Z","Z","Z","Z","R","R","Z","Z","","","","R","R","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","R","Z","","","","R","0","1","","0","0","","","","1","0","1","","1","0","","","","2"
"297741","1","1","0","0","0","1","0","0","","","","2","3","1","0","0","","","","5","R","R","Z","Z","Z","R","Z","Z","","","","R","R","R","Z","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","2","","0","0","","","","2","0","1","","0","0","","","","1"
"297796","0","0","0","0","0","1","0","0","","","","1","1","1","0","0","","","","2","Z","Z","Z","Z","R","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","1","1","","0","0","","","","2"
"297875","0","0","0","0","0","1","0","0","","","","1","0","0","0","0","","","","0","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","Z","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"297918","0","0","0","0","2","0","1","0","","","","3","3","5","0","0","","","","8","Z","Z","Z","Z","R","Z","R","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"297954","0","0","0","0","0","0","0","0","","","","0","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","2","","0","0","","","","2","0","2","","0","0","","","","2"
"298054","0","1","0","0","1","1","1","0","","","","3","3","7","2","0","","","","13","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","3","","0","0","","","","3","0","2","","0","0","","","","2"
"298179","3","4","1","1","4","8","2","0","","","","17","2","1","2","0","","","","9","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","T","R","R","","R","R","","","","T","0","0","","0","0","","","","1","1","0","","0","0","","","","2"
"298203","1","0","0","0","2","2","1","0","","","","6","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","3","","0","0","","","","3","0","1","","0","0","","","","1"
"298212","0","0","0","0","0","1","0","0","","","","1","0","1","0","0","","","","1","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"298391","0","1","0","0","0","1","0","0","","","","1","4","5","2","1","","","","13","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","Z","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"298461","0","0","0","0","0","0","0","0","","","","0","1","1","1","0","","","","3","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"298735","1","0","2","0","7","8","0","0","","","","16","2","3","11","0","","","","16","R","Z","R","Z","R","R","Z","Z","","","","R","R","R","R","Z","","","","R","Z","R","","R","Z","","","","R","Z","R","","R","Z","","","","R","0","8","","3","0","","","","13","0","3","","2","0","","","","5"
"298753","0","0","0","2","0","1","0","0","","","","1","0","1","0","0","","","","1","I","I","I","I","I","I","I","I","","","","C","I","I","I","I","","","","C","I","I","","I","I","","","","C","I","I","","I","I","","","","C","0","3","","0","0","","","","3","2","20","","2","1","","","","27"
"298878","0","0","0","0","0","0","0","0","","","","0","0","1","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"298948","1","1","0","0","2","2","1","0","","","","6","3","4","2","0","","","","10","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"298975","0","0","0","0","11","7","0","0","","","","18","6","2","0","0","","","","8","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","2","","0","0","","","","2","1","5","","0","0","","","","6"
"299118","7","0","0","0","4","12","1","0","","","","24","3","0","1","0","","","","4","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","0","0","","1","0","","","","1"
"299330","0","1","0","0","0","1","0","0","","","","1","2","4","1","0","","","","8","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","R","I","I","","I","I","","","","R","0","2","","0","0","","","","2","0","2","","0","0","","","","2"
