unitid,arank,"xstaff01",staff01,"xstaff02",staff02,"xstaff03",staff03,"xstaff04",staff04,"xstaff05",staff05,"xstaff06",staff06,"xstaff07",staff07,"xstaff08",staff08,"xstaff09",staff09,"xstaff10",staff10,"xstaff11",staff11,"xstaff12",staff12,"xstaff13",staff13,"xstaff14",staff14,"xstaff15",staff15,"xstaff16",staff16,stat_s
"100654","1",10,"5",10,"0",10,"7",10,"6",10,"0",10,"0",10,"7",10,"2",10,"0",10,"0",10,"6",10,"6",10,"0",10,"0",10,"25",10,"14","1"
"100654","2",10,"5",10,"0",10,"20",10,"3",10,"0",10,"0",10,"3",10,"1",10,"0",10,"0",10,"7",10,"3",10,"0",10,"0",10,"35",10,"7","1"
"100654","3",10,"4",10,"0",10,"13",10,"7",10,"0",10,"0",10,"2",10,"1",10,"0",10,"0",10,"8",10,"1",10,"0",10,"0",10,"27",10,"9","1"
"100654","4",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1","1"
"100654","7",10,"14",10,"0",10,"41",10,"17",10,"0",10,"0",10,"12",10,"4",10,"0",10,"0",10,"21",10,"10",10,"0",10,"0",10,"88",10,"31","1"
"100654","8",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"0","1"
"100654","9",10,"0",10,"0",10,"5",10,"2",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"2",10,"0",10,"0",10,"6",10,"5","1"
"100654","10",10,"1",10,"0",10,"1",10,"2",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"2",10,"0",10,"0",10,"3",10,"4","1"
"100654","11",10,"0",10,"0",10,"1",10,"2",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"2",10,"0",10,"0",10,"0",10,"4",10,"2","1"
"100654","14",10,"1",10,"0",10,"8",10,"6",10,"0",10,"0",10,"3",10,"1",10,"0",10,"0",10,"3",10,"4",10,"0",10,"0",10,"15",10,"11","1"
"100654","15",10,"0",10,"0",10,"5",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"6",10,"2","1"
"100654","16",10,"2",10,"0",10,"4",10,"1",10,"0",10,"0",10,"6",10,"0",10,"0",10,"0",10,"6",10,"4",10,"0",10,"0",10,"18",10,"5","1"
"100654","17",10,"2",10,"1",10,"25",10,"15",10,"1",10,"0",10,"9",10,"3",10,"0",10,"0",10,"17",10,"4",10,"0",10,"0",10,"54",10,"23","1"
"100654","18",10,"1",10,"0",10,"10",10,"13",10,"0",10,"0",10,"2",10,"2",10,"0",10,"0",10,"3",10,"6",10,"0",10,"0",10,"16",10,"21","1"
"100654","20",10,"2",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3",10,"1","1"
"100654","21",10,"7",10,"1",10,"45",10,"31",10,"1",10,"0",10,"17",10,"5",10,"0",10,"0",10,"27",10,"15",10,"0",10,"0",10,"97",10,"52","1"
"100654","22",10,"22",10,"1",10,"94",10,"54",10,"1",10,"0",10,"32",10,"10",10,"0",10,"0",10,"51",10,"29",10,"0",10,"0",10,"200",10,"94","1"
"100663","1",10,"45",10,"7",10,"7",10,"2",10,"1",10,"0",10,"17",10,"3",10,"6",10,"1",10,"347",10,"63",10,"0",10,"0",10,"423",10,"76","1"
"100663","2",10,"29",10,"6",10,"6",10,"6",10,"0",10,"0",10,"3",10,"4",10,"3",10,"0",10,"162",10,"80",10,"0",10,"0",10,"203",10,"96","1"
"100663","3",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"2",10,"8",10,"0",10,"0",10,"2",10,"11","1"
"100663","4",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"100663","5",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3",10,"1",10,"0",10,"0",10,"3",10,"1","1"
"100663","7",10,"74",10,"14",10,"13",10,"9",10,"1",10,"0",10,"20",10,"8",10,"9",10,"1",10,"514",10,"153",10,"0",10,"0",10,"631",10,"185","1"
"100663","8",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"4",10,"2",10,"0",10,"0",10,"5",10,"2","1"
"100663","9",10,"8",10,"3",10,"0",10,"0",10,"1",10,"1",10,"3",10,"0",10,"0",10,"1",10,"39",10,"6",10,"0",10,"0",10,"51",10,"11","1"
"100663","10",10,"57",10,"23",10,"14",10,"11",10,"0",10,"0",10,"5",10,"4",10,"5",10,"3",10,"139",10,"77",10,"0",10,"0",10,"220",10,"118","1"
"100663","11",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"2",10,"0",10,"0",10,"0",10,"3",10,"1","1"
"100663","14",10,"65",10,"26",10,"14",10,"12",10,"1",10,"1",10,"9",10,"4",10,"6",10,"4",10,"184",10,"85",10,"0",10,"0",10,"279",10,"132","1"
"100663","15",10,"3",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"2",10,"0",10,"0",10,"18",10,"5",10,"0",10,"0",10,"23",10,"7","1"
"100663","16",10,"14",10,"2",10,"1",10,"1",10,"0",10,"0",10,"1",10,"4",10,"0",10,"0",10,"61",10,"36",10,"0",10,"0",10,"77",10,"43","1"
"100663","17",10,"52",10,"16",10,"5",10,"12",10,"1",10,"0",10,"5",10,"0",10,"2",10,"2",10,"99",10,"93",10,"0",10,"0",10,"164",10,"123","1"
"100663","18",10,"25",10,"7",10,"5",10,"2",10,"0",10,"0",10,"1",10,"2",10,"0",10,"1",10,"45",10,"39",10,"0",10,"0",10,"76",10,"51","1"
"100663","19",10,"5",10,"2",10,"2",10,"3",10,"0",10,"0",10,"2",10,"0",10,"0",10,"0",10,"12",10,"12",10,"0",10,"0",10,"21",10,"17","1"
"100663","20",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1","1"
"100663","21",10,"99",10,"28",10,"14",10,"18",10,"1",10,"0",10,"10",10,"8",10,"2",10,"3",10,"235",10,"185",10,"0",10,"0",10,"361",10,"242","1"
"100663","22",10,"238",10,"68",10,"41",10,"39",10,"3",10,"1",10,"39",10,"20",10,"17",10,"8",10,"933",10,"423",10,"0",10,"0",10,"1271",10,"559","1"
"100690","16",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",10,"8",11,"0",11,"0",11,"0",10,"8",10,"0","1"
"100690","18",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",10,"1",11,"1",11,"0",11,"0",10,"1",10,"1","1"
"100690","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"9",10,"1",10,"0",10,"0",10,"9",10,"1","1"
"100690","22",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"9",10,"1",10,"0",10,"0",10,"9",10,"1","1"
"100706","1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"12",13,"0",10,"1",13,"0",10,"39",10,"5",13,"0",13,"0",10,"52",10,"5","1"
"100706","2",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"5",10,"1",13,"0",13,"0",10,"33",10,"19",13,"0",13,"0",10,"40",10,"20","1"
"100706","3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1","1"
"100706","6",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"2",13,"0","1"
"100706","7",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"17",10,"1",10,"1",13,"0",10,"74",10,"25",13,"0",13,"0",10,"94",10,"26","1"
"100706","9",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",13,"0",13,"0",13,"0",10,"6",10,"1",13,"0",13,"0",10,"10",10,"1","1"
"100706","10",10,"2",13,"0",10,"1",10,"1",13,"0",13,"0",10,"5",13,"0",10,"1",10,"1",10,"26",10,"24",13,"0",13,"0",10,"35",10,"26","1"
"100706","14",10,"2",13,"0",10,"1",10,"1",13,"0",13,"0",10,"9",13,"0",10,"1",10,"1",10,"32",10,"25",13,"0",13,"0",10,"45",10,"27","1"
"100706","15",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"3",13,"0",13,"0",13,"0",10,"4",13,"0","1"
"100706","16",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6",10,"3",13,"0",13,"0",10,"7",10,"3","1"
"100706","17",10,"2",13,"0",10,"1",10,"1",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"5",10,"16",13,"0",13,"0",10,"10",10,"17","1"
"100706","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"2",13,"0",13,"0",10,"2",10,"2","1"
"100706","19",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",10,"8",10,"16",13,"0",13,"0",10,"9",10,"18","1"
"100706","21",10,"3",13,"0",10,"1",10,"1",13,"0",13,"0",10,"4",10,"2",13,"0",13,"0",10,"24",10,"37",13,"0",13,"0",10,"32",10,"40","1"
"100706","22",10,"5",13,"0",10,"4",10,"2",13,"0",13,"0",10,"30",10,"3",10,"2",10,"1",10,"130",10,"87",13,"0",13,"0",10,"171",10,"93","1"
"100724","1",13,"0",13,"0",10,"5",10,"8",13,"0",13,"0",10,"7",13,"0",13,"0",13,"0",10,"9",10,"5",13,"0",13,"0",10,"21",10,"13","1"
"100724","2",13,"0",13,"0",10,"7",10,"10",13,"0",13,"0",10,"5",10,"1",13,"0",13,"0",10,"11",10,"5",10,"1",13,"0",10,"24",10,"16","1"
"100724","3",13,"0",13,"0",10,"5",10,"12",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",10,"6",10,"14","1"
"100724","7",13,"0",13,"0",10,"17",10,"30",13,"0",13,"0",10,"12",10,"1",13,"0",13,"0",10,"21",10,"12",10,"1",13,"0",10,"51",10,"43","1"
"100724","8",13,"0",13,"0",10,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",13,"0",13,"0",10,"3",10,"1","1"
"100724","9",13,"0",13,"0",10,"2",10,"2",13,"0",13,"0",10,"0",13,"0",13,"0",10,"0",10,"1",13,"0",13,"0",13,"0",10,"3",10,"2","1"
"100724","10",13,"0",13,"0",10,"6",10,"15",13,"0",10,"1",10,"1",10,"2",13,"0",13,"0",10,"4",10,"2",13,"0",13,"0",10,"11",10,"20","1"
"100724","11",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"6",10,"0",13,"0",10,"3",10,"9","1"
"100724","12",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",13,"0",13,"0",13,"0",10,"4","1"
"100724","14",13,"0",13,"0",10,"9",10,"21",13,"0",10,"1",10,"1",10,"2",13,"0",10,"0",10,"10",10,"12",10,"0",13,"0",10,"20",10,"36","1"
"100724","15",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0","1"
"100724","16",13,"0",13,"0",10,"3",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",10,"2","1"
"100724","17",13,"0",13,"0",10,"6",10,"4",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"4",10,"3",13,"0",13,"0",10,"10",10,"7","1"
"100724","18",13,"0",13,"0",10,"9",10,"21",13,"0",10,"0",13,"0",10,"2",13,"0",13,"0",10,"6",10,"6",13,"0",13,"0",10,"15",10,"29","1"
"100724","21",13,"0",13,"0",10,"20",10,"27",13,"0",10,"0",13,"0",10,"2",13,"0",13,"0",10,"10",10,"9",13,"0",13,"0",10,"30",10,"38","1"
"100724","22",13,"0",13,"0",10,"46",10,"78",13,"0",10,"1",10,"13",10,"5",13,"0",10,"0",10,"41",10,"33",10,"1",13,"0",10,"101",10,"117","1"
"100751","1",10,"0",10,"0",10,"4",10,"3",10,"1",10,"0",10,"14",10,"2",10,"2",10,"1",10,"230",10,"43",10,"0",10,"0",10,"251",10,"49","1"
"100751","2",10,"0",10,"0",10,"2",10,"5",10,"0",10,"1",10,"8",10,"0",10,"0",10,"0",10,"134",10,"65",10,"0",10,"0",10,"144",10,"71","1"
"100751","3",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5",10,"13",10,"0",10,"0",10,"5",10,"13","1"
"100751","4",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"0","1"
"100751","7",10,"0",10,"0",10,"6",10,"8",10,"1",10,"1",10,"22",10,"2",10,"2",10,"1",10,"370",10,"121",10,"0",10,"0",10,"401",10,"133","1"
"100751","8",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"4",10,"0",10,"0",10,"0",10,"4",10,"0","1"
"100751","9",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"15",10,"3",10,"0",10,"0",10,"17",10,"3","1"
"100751","10",10,"6",10,"3",10,"8",10,"12",10,"0",10,"0",10,"6",10,"0",10,"1",10,"2",10,"85",10,"55",10,"0",10,"0",10,"106",10,"72","1"
"100751","11",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"3",10,"0",10,"0",10,"2",10,"3","1"
"100751","14",10,"6",10,"3",10,"8",10,"12",10,"0",10,"0",10,"7",10,"0",10,"2",10,"2",10,"106",10,"61",10,"0",10,"0",10,"129",10,"78","1"
"100751","15",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"1",10,"0",10,"0",10,"2",10,"1","1"
"100751","16",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"2",10,"0",10,"0",10,"1",10,"2","1"
"100751","17",10,"5",10,"2",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"5",10,"8",10,"0",10,"0",10,"10",10,"12","1"
"100751","18",10,"2",10,"2",10,"1",10,"2",10,"0",10,"0",10,"3",10,"1",10,"2",10,"0",10,"37",10,"58",10,"0",10,"0",10,"45",10,"63","1"
"100751","19",10,"2",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5",10,"5",10,"0",10,"0",10,"7",10,"5","1"
"100751","21",10,"9",10,"4",10,"1",10,"3",10,"0",10,"1",10,"3",10,"1",10,"2",10,"0",10,"50",10,"74",10,"0",10,"0",10,"65",10,"83","1"
"100751","22",10,"15",10,"7",10,"15",10,"23",10,"1",10,"2",10,"32",10,"3",10,"6",10,"3",10,"526",10,"256",10,"0",10,"0",10,"595",10,"294","1"
"100760","6",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"20",10,"11",13,"0",13,"0",10,"20",10,"13","1"
"100760","7",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"20",10,"11",13,"0",13,"0",10,"20",10,"13","1"
"100760","13",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6",10,"7",13,"0",13,"0",10,"7",10,"8","1"
"100760","14",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6",10,"7",13,"0",13,"0",10,"7",10,"8","1"
"100760","22",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"26",10,"18",13,"0",13,"0",10,"27",10,"21","1"
"100812","1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"16",10,"4",10,"0",10,"0",10,"16",10,"4","1"
"100812","2",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5",10,"6",10,"0",10,"0",10,"5",10,"6","1"
"100812","3",10,"0",10,"0",10,"2",10,"3",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"9",10,"8",10,"0",10,"0",10,"11",10,"11","1"
"100812","7",10,"0",10,"0",10,"2",10,"3",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"30",10,"18",10,"0",10,"0",10,"32",10,"21","1"
"100812","10",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3",10,"10",10,"0",10,"0",10,"3",10,"11","1"
"100812","14",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3",10,"10",10,"0",10,"0",10,"3",10,"11","1"
"100812","22",10,"0",10,"0",10,"2",10,"4",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"33",10,"28",10,"0",10,"0",10,"35",10,"32","1"
"100830","1",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"2",13,"0",10,"1",13,"0",10,"32",10,"12",13,"0",13,"0",10,"37",10,"12","1"
"100830","2",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"2",13,"0",13,"0",13,"0",10,"37",10,"19",13,"0",13,"0",10,"40",10,"19","1"
"100830","3",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6",10,"10",13,"0",13,"0",10,"6",10,"11","1"
"100830","7",13,"0",13,"0",10,"2",10,"1",10,"1",13,"0",10,"4",13,"0",10,"1",13,"0",10,"75",10,"41",13,"0",13,"0",10,"83",10,"42","1"
"100830","9",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",10,"1",10,"1","1"
"100830","10",10,"3",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"11",10,"15",13,"0",13,"0",10,"14",10,"16","1"
"100830","11",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",10,"1",10,"2","1"
"100830","14",10,"3",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",10,"18",13,"0",13,"0",10,"16",10,"19","1"
"100830","17",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"2",13,"0","1"
"100830","18",10,"1",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",10,"11",13,"0",13,"0",10,"5",10,"12","1"
"100830","21",10,"1",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6",10,"11",13,"0",13,"0",10,"7",10,"12","1"
"100830","22",10,"4",13,"0",10,"2",10,"3",10,"1",13,"0",10,"4",13,"0",10,"1",13,"0",10,"94",10,"70",13,"0",13,"0",10,"106",10,"73","1"
"100858","1",13,"0",13,"0",10,"3",10,"1",10,"3",13,"0",10,"32",13,"0",10,"3",13,"0",10,"321",10,"34",13,"0",13,"0",10,"362",10,"35","1"
"100858","2",13,"0",13,"0",10,"4",10,"7",10,"2",10,"1",10,"12",10,"6",10,"4",13,"0",10,"230",10,"92",13,"0",13,"0",10,"252",10,"106","1"
"100858","3",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"11",10,"7",13,"0",13,"0",10,"13",10,"9","1"
"100858","7",13,"0",13,"0",10,"8",10,"10",10,"5",10,"1",10,"44",10,"6",10,"8",13,"0",10,"562",10,"133",13,"0",13,"0",10,"627",10,"150","1"
"100858","8",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",13,"0",13,"0",13,"0",10,"4",13,"0","1"
"100858","9",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",10,"10",10,"3",13,"0",13,"0",10,"11",10,"5","1"
"100858","10",13,"0",13,"0",10,"10",10,"10",10,"1",13,"0",10,"19",10,"6",10,"2",10,"2",10,"76",10,"52",13,"0",13,"0",10,"108",10,"70","1"
"100858","14",13,"0",13,"0",10,"10",10,"11",10,"1",13,"0",10,"20",10,"7",10,"2",10,"2",10,"90",10,"55",13,"0",13,"0",10,"123",10,"75","1"
"100858","15",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1","1"
"100858","16",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1",10,"5",13,"0",13,"0",10,"2",10,"5","1"
"100858","17",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"8",10,"10",13,"0",13,"0",10,"8",10,"10","1"
"100858","18",13,"0",13,"0",10,"2",10,"4",13,"0",13,"0",10,"2",10,"1",13,"0",10,"3",10,"33",10,"43",13,"0",13,"0",10,"37",10,"51","1"
"100858","19",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",10,"11",10,"13",13,"0",13,"0",10,"12",10,"14","1"
"100858","21",13,"0",13,"0",10,"2",10,"4",13,"0",13,"0",10,"4",10,"2",13,"0",10,"3",10,"53",10,"72",13,"0",13,"0",10,"59",10,"81","1"
"100858","22",13,"0",13,"0",10,"20",10,"25",10,"6",10,"1",10,"68",10,"15",10,"10",10,"5",10,"705",10,"260",13,"0",13,"0",10,"809",10,"306","1"
"100919","6",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",10,"12",13,"0",13,"0",10,"14",10,"13","1"
"100919","7",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",10,"12",13,"0",13,"0",10,"14",10,"13","1"
"100919","13",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"9",10,"8",13,"0",13,"0",10,"10",10,"8","1"
"100919","14",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"9",10,"8",13,"0",13,"0",10,"10",10,"8","1"
"100919","22",13,"0",13,"0",10,"2",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"22",10,"20",13,"0",13,"0",10,"24",10,"21","1"
"100937","1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"29",10,"10",13,"0",13,"0",10,"30",10,"10","1"
"100937","2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",10,"10",13,"0",13,"0",10,"13",10,"10","1"
"100937","7",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"42",10,"20",13,"0",13,"0",10,"43",10,"20","1"
"100937","9",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"1",10,"1",13,"0",13,"0",10,"2",10,"1","1"
"100937","10",13,"0",10,"1",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"11",10,"9",13,"0",13,"0",10,"11",10,"12","1"
"100937","14",13,"0",10,"1",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"12",10,"10",13,"0",13,"0",10,"13",10,"13","1"
"100937","15",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1",13,"0","1"
"100937","17",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"2",13,"0",13,"0",10,"3",10,"2","1"
"100937","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"2",13,"0",13,"0",10,"2",10,"2","1"
"100937","21",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"4",13,"0",13,"0",10,"6",10,"4","1"
"100937","22",13,"0",10,"1",10,"1",10,"2",13,"0",13,"0",10,"1",13,"0",10,"1",13,"0",10,"59",10,"34",13,"0",13,"0",10,"62",10,"37","1"
"100973","6",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"3",10,"1","1"
"100973","7",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"3",10,"1","1"
"100973","13",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"2",13,"0","1"
"100973","14",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"2",13,"0","1"
"100973","22",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",13,"0",13,"0",13,"0",10,"5",10,"1","1"
"101028","6",13,"0",13,"0",10,"2",10,"4",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"7",13,"0",13,"0",10,"7",10,"11","1"
"101028","7",13,"0",13,"0",10,"2",10,"4",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"7",13,"0",13,"0",10,"7",10,"11","1"
"101028","13",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",13,"0",13,"0",10,"1",10,"8","1"
"101028","14",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",13,"0",13,"0",10,"1",10,"8","1"
"101028","22",13,"0",13,"0",10,"3",10,"7",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"12",13,"0",13,"0",10,"8",10,"19","1"
"101073","1",11,"0",11,"0",10,"1",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",10,"1",10,"0","1"
"101073","2",11,"0",11,"0",11,"0",10,"2",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",11,"0",10,"0",10,"2","1"
